"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","QUESTION_TEXT","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
171,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",118,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",11842,1205,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
171,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",118,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",11842,1205,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
171,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",118,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",11842,1205,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
171,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",118,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",11843,1205,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
171,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",118,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",11844,1205,6,"Do the design and review team members have capacity to actively support  the project?","Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
171,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",118,"FY26 MCN P309 School Age Care Centers Replacement, Okinawa",11863,1205,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","High",1,"Positive","Response Valued > 0.8"
463,"RSAF F-35: 3-Bay Hangar",378,"RSAF F-35: 3-Bay Hangar-Design",11921,1207,33,"Is the design maturity sufficient to generate the required Class of estimate for this milestone? (Class 3 at 35%, Class 2 at 65%, and Class 1 at 95%/100%)","Cost",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","SWT","SWD","Yes",1,"Positive","Response Valued > 0.8"
463,"RSAF F-35: 3-Bay Hangar",378,"RSAF F-35: 3-Bay Hangar-Design",11922,1207,34,"Does the project have a current risk register?","QA",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","SWT","SWD","Yes",1,"Positive","Response Valued > 0.8"
463,"RSAF F-35: 3-Bay Hangar",378,"RSAF F-35: 3-Bay Hangar-Design",11923,1207,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","SWT","SWD","No",1,"Positive","Response Valued > 0.8"
463,"RSAF F-35: 3-Bay Hangar",378,"RSAF F-35: 3-Bay Hangar-Design",11924,1207,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","SWT","SWD","High",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11929,1208,5,"Are senior staff mentors assigned to all design team members with less than two years of professional design experience?","Team",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11930,1208,6,"Do the design and review team members have capacity to actively support  the project?","Team",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11931,1208,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11932,1208,15,"Does the project schedule include all standard practice design milestones?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11940,1208,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11941,1208,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
98,"PAVEMENTS AND MAINTENANCE FACILITY",144,"Design",12075,361,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",11943,1208,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",0,"Negative","Response Valued < 0.50"
676,"FY28 DESC2504 Bulk Tank Phase 2 MCAS Iwakuni",574,"FY28 DESC2504 Bulk Tank Phase 2 MCAS Iwakuni",12070,1212,37,"Has there been turnover on your design or review team that may affect the team's ability to develop a quality product?","Team",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","No",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11960,1209,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11961,1209,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11961,1209,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11961,1209,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11962,1209,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11963,1209,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","No",0,"Negative","Response Valued < 0.50"
675,"AFIRII",573,"65% Design",11964,1209,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11965,1209,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QA",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
675,"AFIRII",573,"65% Design",11965,1209,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QC",3,"65% (Intermediate Design)","1","MILOTHER","Other","AE","Design-Bid-Build","NAB","NAD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12007,1211,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12007,1211,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12007,1211,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12008,1211,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12009,1211,15,"Does the project schedule include all standard practice design milestones?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12010,1211,16,"Does the project schedule include sufficient design time to accomplish all  design related milestones?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12011,1211,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12011,1211,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12011,1211,17,"Does the project schedule include sufficient time for Quality Control (QC) and Quality Assurance (QA) reviews during all required design submittals?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12012,1211,18,"Does the project schedule include sufficient time to complete engineering investigations and surveys (e.g., cultural, geotechnical, environmental, hazardous materials, etc.) in time to adequately inform the design?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12013,1211,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12015,1211,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12015,1211,21,"Does the project have a current, approved project-specific Quality Management Plan (QMP)/Review Plan (RP)?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12016,1211,22,"Did District Quality Control (DQC) occur prior, and not concurrent with, to the Independent Technical Review (ITR)/Agency Technical Review (ATR)/Biddability, Constructability, Operability, Environmental and Sustainability (BCOES) Review?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12017,1211,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12017,1211,23,"Was the Quality Management Plan (QMP)/Review Plan (RP) followed for this review milestone?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12018,1211,24,"Have all computations gone through a rigorous Quality Control (QC) process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12019,1211,25,"Have all critical graphics/plans gone through a rigorous QC process (e.g., a ""red dot"" review)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12020,1211,26,"Have all specifications gone through a rigorous QC process? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12021,1211,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12022,1211,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12023,1211,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
263,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",208,"FY27 DLA DESC2701 Constr Truck Offload, MCAS Futenma",12023,1211,30,"Has the Quality Management Plan (QMP)/Review Plan (RP) been updated to respond to significant project changes?","QC",4,"95% (Final Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",12032,1208,20,"Is the current design team schedule in alignment with the project schedule in the Project Management Plan (PMP)?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","No",0,"Negative","Response Valued < 0.50"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",12034,1208,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",12038,1208,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","No",0,"Negative","Response Valued < 0.50"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",12038,1208,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","No",0,"Negative","Response Valued < 0.50"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",12038,1208,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","No",0,"Negative","Response Valued < 0.50"
676,"FY28 DESC2504 Bulk Tank Phase 2 MCAS Iwakuni",574,"FY28 DESC2504 Bulk Tank Phase 2 MCAS Iwakuni",12071,1212,38,"What is your level of confidence in the quality of the engineering design efforts on this project?","Confidence",2,"35% (Concept Design)","1","MILCON","Military Construction","AE","Design-Bid-Build","POJ","POD","High",1,"Positive","Response Valued > 0.8"
470,"St. Francis Basin Construction - St. Francis Town Levee Renovation",385,"St. Francis Basin Construction - St. Francis Town Levee Renovation",12074,1208,28,"Has a Biddability, Constructability, Operability, Environmental, and Sustainability (BCOES) review been performed in compliance with the ER?","QC",2,"35% (Concept Design)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12126,1215,7,"Have the relevant Mandatory Centers of Expertise (MCX), Technical Centers of Expertise (TCX), and/or Centers of Standardization (COS) been identified and engaged on the project?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12127,1215,8,"Have the relevant permitting authorities been identified and engaged on the project?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12125,1215,6,"Do the design and review team members have capacity to actively support  the project?","Team",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
98,"PAVEMENTS AND MAINTENANCE FACILITY",144,"Design",12083,361,32,"Did the deliverable meet established design milestone expectations?","QA",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
98,"PAVEMENTS AND MAINTENANCE FACILITY",144,"Design",12081,361,27,"Have all models gone through a rigorous QC process? (e.g., a ""red dot"" review, clash detection, etc.)? (Note: For A-E work, it is incumbent upon the Technical Lead (TL) to ensure the A-E has performed this level of review.)","QC",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","No",0,"Negative","Response Valued < 0.50"
324,"Sabine Pass to Galveston Bay - Port Arthur and Vicinity CSRM",457,"PAV04 - North Wall",12085,1213,1,"Is there an Engineering Technical Lead (TL) assigned to the project with an active professional registration (e.g., P.E., R.A., P.L.A., P.G., etc.) or waiver from the Chief of the District's Engineering Function?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
98,"PAVEMENTS AND MAINTENANCE FACILITY",144,"Design",12084,361,19,"Does the project schedule include sufficient time to complete permitting process(es)?","Schedule",4,"95% (Final Design)","1","MILCON","Military Construction","In-House","Design-Build","NWO","NWD","No",0,"Negative","Response Valued < 0.50"
324,"Sabine Pass to Galveston Bay - Port Arthur and Vicinity CSRM",457,"PAV04 - North Wall",12086,1213,2,"Does the design team have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
324,"Sabine Pass to Galveston Bay - Port Arthur and Vicinity CSRM",457,"PAV04 - North Wall",12087,1213,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
324,"Sabine Pass to Galveston Bay - Port Arthur and Vicinity CSRM",457,"PAV04 - North Wall",12087,1213,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QA",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
324,"Sabine Pass to Galveston Bay - Port Arthur and Vicinity CSRM",457,"PAV04 - North Wall",12087,1213,3,"Do the QA/QC review teams have all the necessary members (i.e., technical disciplines) assigned given the project scope?","QC",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
324,"Sabine Pass to Galveston Bay - Port Arthur and Vicinity CSRM",457,"PAV04 - North Wall",12088,1213,4,"Does the design team have sufficient relevant design experience with projects of similar scope and complexity?","Team",2,"35% (Concept Design)","2","CW","Civil Works","AE","Design-Build","SWG","SWD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12128,1215,9,"Are the assumptions made during planning/programming still valid (e.g., real estate, environmental, geotechnical, hydraulics and hydrology, survey, and other pertinent assumptions)?","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12129,1215,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Schedule",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12129,1215,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Cost",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12129,1215,12,"At the current time, can the project be implemented without deviations from mandatory design criteria or receiving an approved waiver from HQUSACE?","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
677,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",575,"NOV - NF-W-06A.3 West Pointe a la Hache to St Jude Levee",12130,1215,13,"Have lessons learned been evaluated and incorporated into the design?","Scope",1,"15% (Project Initiation)","2","CW","Civil Works","In-House","Design-Bid-Build","MVM","MVD","Yes",1,"Positive","Response Valued > 0.8"
